Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Category
2,60,Yes,6,5,41,Moderate
7,47,No,6,7,37,Moderate
3,49,No,4,4,26,Moderate
9,49,No,9,4,46,Moderate
5,89,Yes,6,9,75,Moderate
8,49,No,4,0,40,Stressed Burnout
6,48,Yes,8,3,36,Optimal Balance
8,67,No,9,0,62,Moderate
3,63,Yes,9,9,47,Moderate
3,58,No,8,4,39,Moderate
5,72,No,5,7,57,Moderate
3,43,Yes,4,0,20,Moderate
8,95,Yes,6,2,87,Moderate
8,42,No,4,0,31,Stressed Burnout
2,81,Yes,8,5,57,Moderate
4,51,Yes,8,9,37,Optimal Balance
1,57,Yes,5,0,29,Moderate
4,62,Yes,9,9,48,Moderate
4,59,No,9,2,41,Moderate
9,45,Yes,8,4,43,Moderate
3,92,No,4,4,70,Moderate
2,73,No,9,1,54,Moderate
9,81,Yes,6,2,77,Inefficient High Effort
9,41,Yes,6,8,40,Inefficient High Effort
1,69,Yes,4,0,39,Moderate
6,48,Yes,5,0,38,Moderate
8,66,No,6,1,61,Moderate
3,81,No,4,7,59,Moderate
9,73,Yes,4,5,68,Stressed Burnout
2,79,No,8,3,59,Moderate
6,63,Yes,9,6,55,Moderate
1,88,No,8,5,63,Moderate
7,56,No,9,8,47,Moderate
3,68,No,5,5,49,Moderate
7,75,Yes,5,1,64,Stressed Burnout
4,89,Yes,5,2,72,Moderate
9,51,No,4,8,46,Stressed Burnout
5,70,Yes,4,6,55,Moderate
3,88,Yes,8,5,73,Moderate
8,48,No,6,4,41,Moderate
6,58,Yes,9,2,50,Moderate
2,85,Yes,9,3,61,Moderate
3,85,No,5,0,60,Moderate
8,56,No,9,4,52,Moderate
7,41,No,7,6,31,Moderate
6,79,No,5,1,66,Moderate
1,44,Yes,9,7,16,Moderate
9,98,Yes,8,9,93,Moderate
3,78,No,9,5,59,Moderate
5,93,No,4,9,78,Moderate
7,87,Yes,8,2,79,Moderate
7,55,Yes,8,1,50,Moderate
3,56,Yes,8,7,38,Moderate
4,93,No,7,3,80,Optimal Balance
7,66,No,7,6,58,Moderate
8,46,No,9,6,44,Moderate
2,91,No,5,9,70,Moderate
9,47,Yes,9,8,45,Moderate
7,47,No,9,9,40,Moderate
8,62,No,9,7,57,Moderate
6,71,Yes,4,7,61,Moderate
6,82,No,8,6,72,Optimal Balance
9,86,Yes,6,9,83,Inefficient High Effort
4,57,No,5,4,36,Moderate
5,77,Yes,5,8,61,Moderate
9,93,Yes,8,6,90,Moderate
1,51,Yes,5,2,22,Moderate
4,54,No,8,5,35,Optimal Balance
7,67,No,5,2,59,Stressed Burnout
9,94,No,9,5,89,Moderate
6,77,No,4,7,66,Moderate
8,89,No,5,8,88,Stressed Burnout
9,95,No,5,1,91,Stressed Burnout
4,70,Yes,6,5,53,Moderate
1,91,No,4,2,64,Moderate
8,48,No,9,6,40,Moderate
2,47,Yes,4,3,24,Moderate
1,85,Yes,4,4,59,Moderate
7,58,No,5,9,49,Stressed Burnout
9,90,Yes,7,5,85,Inefficient High Effort
9,47,No,5,7,47,Stressed Burnout
3,73,Yes,8,1,54,Moderate
6,96,No,6,3,82,Moderate
7,43,Yes,4,3,31,Stressed Burnout
9,70,Yes,8,5,67,Moderate
2,77,No,9,3,58,Moderate
8,42,No,8,4,36,Moderate
7,74,Yes,7,4,66,Moderate
4,58,Yes,4,7,39,Moderate
2,82,Yes,5,3,61,Moderate
8,68,Yes,4,5,64,Stressed Burnout
5,49,No,6,6,31,Moderate
6,51,Yes,4,7,39,Moderate
7,85,Yes,8,8,78,Moderate
1,69,No,8,9,43,Moderate
8,69,No,5,7,62,Stressed Burnout
4,99,No,5,3,80,Moderate
9,57,No,5,3,51,Stressed Burnout
1,63,No,9,9,40,Moderate
2,71,No,6,4,48,Moderate
6,48,Yes,9,2,38,Moderate
1,86,Yes,9,1,61,Moderate
4,63,Yes,9,1,42,Moderate
8,65,No,4,8,57,Stressed Burnout
5,42,No,7,7,26,Optimal Balance
9,62,Yes,4,5,58,Stressed Burnout
6,50,Yes,5,8,40,Moderate
1,49,No,6,4,26,Moderate
6,89,No,9,9,78,Moderate
6,75,Yes,4,0,62,Moderate
6,99,Yes,8,7,90,Optimal Balance
8,52,Yes,9,2,50,Moderate
6,68,Yes,4,8,57,Moderate
5,77,Yes,8,0,62,Optimal Balance
2,98,No,4,2,74,Moderate
4,92,Yes,4,0,74,Moderate
5,52,Yes,9,0,40,Moderate
4,96,No,4,5,81,Moderate
2,65,Yes,5,3,45,Moderate
7,59,No,8,9,50,Moderate
2,44,No,6,3,17,Moderate
1,59,Yes,7,4,31,Moderate
5,53,Yes,9,2,40,Moderate
1,84,No,8,1,61,Moderate
1,53,No,5,9,26,Moderate
1,47,No,8,7,20,Moderate
6,87,Yes,6,6,73,Moderate
9,52,Yes,9,9,55,Moderate
1,63,Yes,8,3,37,Moderate
5,54,Yes,5,1,35,Moderate
9,90,Yes,9,8,90,Moderate
9,40,No,5,7,36,Stressed Burnout
1,61,Yes,9,3,38,Moderate
8,73,Yes,7,4,65,Moderate
1,89,No,6,9,66,Moderate
8,90,Yes,7,5,88,Moderate
1,79,Yes,4,3,53,Moderate
5,42,Yes,5,1,27,Moderate
8,94,No,7,4,90,Moderate
6,65,No,5,0,50,Moderate
9,53,Yes,9,6,49,Moderate
1,97,Yes,5,8,71,Moderate
9,80,Yes,4,2,72,Stressed Burnout
1,47,No,5,5,21,Moderate
3,88,No,9,8,73,Moderate
1,94,Yes,9,3,68,Moderate
3,94,Yes,7,5,74,Moderate
2,95,Yes,6,2,72,Moderate
2,55,Yes,8,8,38,Moderate
9,81,No,7,6,78,Inefficient High Effort
8,60,No,4,6,55,Stressed Burnout
1,49,Yes,8,3,24,Moderate
4,96,No,5,5,72,Moderate
1,64,No,7,7,38,Moderate
1,95,Yes,8,5,73,Moderate
4,77,Yes,7,5,60,Optimal Balance
2,61,Yes,5,3,38,Moderate
3,88,Yes,9,7,74,Moderate
9,87,No,7,9,86,Inefficient High Effort
2,86,Yes,4,7,62,Moderate
4,93,Yes,8,8,80,Optimal Balance
1,85,Yes,8,5,62,Moderate
2,43,Yes,8,1,22,Moderate
5,43,No,7,3,28,Optimal Balance
1,69,Yes,5,3,41,Moderate
7,41,Yes,7,7,34,Moderate
4,68,No,7,4,52,Optimal Balance
6,82,Yes,9,3,71,Moderate
8,75,Yes,8,7,68,Moderate
6,60,Yes,5,2,47,Moderate
2,99,No,6,1,73,Moderate
1,60,Yes,5,3,33,Moderate
8,87,Yes,7,0,83,Moderate
8,60,Yes,4,0,48,Stressed Burnout
9,43,No,5,4,39,Stressed Burnout
6,40,Yes,8,0,29,Optimal Balance
1,65,Yes,4,3,36,Moderate
9,95,Yes,6,7,94,Inefficient High Effort
3,90,No,6,7,73,Moderate
6,41,No,4,1,28,Moderate
9,48,Yes,6,2,49,Inefficient High Effort
3,94,Yes,4,2,73,Moderate
5,96,No,7,0,83,Optimal Balance
5,84,Yes,4,2,73,Moderate
7,57,No,7,7,50,Moderate
4,87,No,8,5,74,Optimal Balance
4,87,No,8,4,71,Optimal Balance
7,96,Yes,6,9,92,Moderate
9,81,No,9,8,78,Moderate
4,80,No,9,6,64,Moderate
4,50,Yes,4,5,37,Moderate
6,64,Yes,7,4,49,Optimal Balance
6,65,Yes,8,4,53,Optimal Balance
7,97,No,8,9,95,Moderate
1,75,No,8,8,50,Moderate
3,81,Yes,6,9,62,Moderate
9,74,No,8,5,74,Moderate
6,77,Yes,9,3,70,Moderate
6,42,Yes,5,3,29,Moderate
5,98,Yes,6,3,81,Moderate
3,80,Yes,4,5,58,Moderate
5,74,Yes,5,0,57,Moderate
1,89,No,6,8,61,Moderate
3,79,No,6,1,56,Moderate
4,61,Yes,7,1,44,Optimal Balance
5,47,No,5,4,30,Moderate
9,54,No,5,3,53,Stressed Burnout
4,84,Yes,9,2,67,Moderate
3,46,No,5,4,21,Moderate
1,58,No,8,6,35,Moderate
6,79,Yes,9,9,77,Moderate
7,81,No,8,1,72,Moderate
8,56,No,9,5,52,Moderate
1,40,No,4,3,15,Moderate
4,84,No,9,1,67,Moderate
5,68,No,4,0,55,Moderate
2,97,Yes,9,7,73,Moderate
1,52,Yes,4,4,25,Moderate
8,95,Yes,8,9,90,Moderate
6,87,Yes,9,1,74,Moderate
5,68,Yes,7,7,53,Optimal Balance
9,80,No,9,2,79,Moderate
2,81,No,4,6,59,Moderate
8,45,Yes,6,1,40,Moderate
9,44,Yes,8,6,39,Moderate
1,73,Yes,7,3,49,Moderate
7,50,No,6,9,41,Moderate
8,48,No,6,0,39,Moderate
3,77,No,8,4,57,Moderate
4,79,No,9,3,66,Moderate
3,80,No,5,7,59,Moderate
7,48,No,7,0,40,Moderate
9,47,Yes,9,1,47,Moderate
3,83,No,8,4,65,Moderate
6,97,Yes,5,9,86,Moderate
8,79,Yes,8,9,75,Moderate
6,42,No,8,1,30,Optimal Balance
2,52,No,6,0,26,Moderate
7,58,No,9,5,49,Moderate
2,73,No,8,9,52,Moderate
2,71,No,9,3,47,Moderate
2,88,No,5,4,64,Moderate
1,55,No,6,2,28,Moderate
1,75,No,5,9,48,Moderate
7,57,Yes,5,5,47,Stressed Burnout
5,53,Yes,6,3,37,Moderate
3,69,No,9,5,54,Moderate
1,41,Yes,5,4,18,Moderate
6,52,No,4,1,37,Moderate
1,66,Yes,9,3,41,Moderate
9,98,Yes,8,1,96,Moderate
2,92,No,6,4,69,Moderate
1,91,No,6,2,64,Moderate
7,56,No,9,5,48,Moderate
6,70,Yes,4,4,59,Moderate
6,54,Yes,4,1,39,Moderate
5,96,No,4,9,80,Moderate
4,59,Yes,4,7,38,Moderate
4,44,No,7,5,26,Optimal Balance
3,46,Yes,6,8,27,Moderate
8,57,No,5,2,50,Stressed Burnout
7,95,Yes,6,3,89,Moderate
9,50,No,6,7,45,Inefficient High Effort
1,71,No,6,6,42,Moderate
7,89,No,4,7,80,Stressed Burnout
4,66,Yes,4,8,48,Moderate
7,65,No,7,7,59,Moderate
1,76,Yes,9,7,53,Moderate
5,84,No,6,5,72,Moderate
3,67,No,8,1,46,Moderate
5,89,No,9,6,75,Moderate
4,41,Yes,7,3,25,Optimal Balance
2,59,Yes,4,2,36,Moderate
4,43,Yes,6,3,24,Moderate
3,52,No,4,3,31,Moderate
1,63,Yes,9,2,39,Moderate
8,87,No,5,8,81,Stressed Burnout
5,77,No,4,2,63,Moderate
4,97,No,4,1,81,Moderate
5,79,No,7,0,63,Optimal Balance
4,87,No,5,0,69,Moderate
3,84,Yes,9,4,66,Moderate
5,94,Yes,8,4,80,Optimal Balance
4,68,No,8,8,52,Optimal Balance
1,97,No,8,3,68,Moderate
3,75,Yes,6,4,57,Moderate
8,41,No,8,5,37,Moderate
7,80,No,6,9,68,Moderate
2,57,No,9,6,35,Moderate
1,88,No,9,8,65,Moderate
3,47,Yes,4,5,28,Moderate
5,97,No,8,0,82,Optimal Balance
1,54,Yes,7,7,29,Moderate
3,80,Yes,9,1,62,Moderate
3,56,Yes,5,8,35,Moderate
5,62,Yes,5,6,51,Moderate
3,41,No,9,6,22,Moderate
9,45,No,4,9,42,Stressed Burnout
1,68,No,5,9,45,Moderate
4,66,Yes,5,4,48,Moderate
4,76,Yes,4,7,61,Moderate
1,88,Yes,4,9,59,Moderate
2,73,No,4,0,50,Moderate
1,57,No,7,2,33,Moderate
6,81,No,4,8,65,Moderate
3,49,Yes,4,0,26,Moderate
7,77,Yes,4,7,69,Stressed Burnout
5,98,No,9,5,87,Moderate
9,83,Yes,8,9,85,Moderate
7,56,Yes,9,4,46,Moderate
4,98,No,8,5,82,Optimal Balance
5,52,Yes,7,4,36,Optimal Balance
5,91,Yes,7,8,77,Optimal Balance
5,99,No,5,1,85,Moderate
9,87,Yes,9,9,85,Moderate
3,81,Yes,8,5,62,Moderate
6,66,Yes,7,3,54,Optimal Balance
8,92,Yes,7,2,89,Moderate
9,41,No,9,4,35,Moderate
7,73,No,5,1,65,Stressed Burnout
3,70,Yes,4,2,52,Moderate
1,62,No,6,6,37,Moderate
4,46,No,5,0,27,Moderate
6,77,No,6,1,60,Moderate
3,72,Yes,5,2,52,Moderate
1,51,Yes,5,9,28,Moderate
6,84,No,4,6,72,Moderate
1,51,No,7,3,23,Moderate
9,58,No,8,7,59,Moderate
1,48,No,5,7,20,Moderate
6,49,Yes,4,0,38,Moderate
1,56,No,6,4,31,Moderate
7,89,Yes,9,0,81,Moderate
3,79,Yes,9,6,66,Moderate
6,78,Yes,7,3,68,Optimal Balance
7,80,Yes,9,7,75,Moderate
1,49,Yes,5,7,24,Moderate
1,51,Yes,6,8,26,Moderate
5,54,Yes,5,5,39,Moderate
6,70,No,9,6,61,Moderate
9,54,Yes,8,6,52,Moderate
1,67,No,9,4,38,Moderate
4,43,No,8,6,25,Optimal Balance
8,75,No,9,8,73,Moderate
9,94,No,7,3,93,Inefficient High Effort
3,40,No,6,1,16,Moderate
2,97,Yes,8,7,75,Moderate
4,83,Yes,4,6,64,Moderate
2,96,No,7,5,77,Moderate
1,73,No,5,6,44,Moderate
3,86,No,9,2,66,Moderate
7,56,Yes,6,5,48,Moderate
1,78,No,6,9,50,Moderate
2,77,Yes,9,6,56,Moderate
1,83,Yes,4,6,55,Moderate
8,90,No,8,4,83,Moderate
5,72,Yes,9,2,58,Moderate
8,99,Yes,6,1,93,Moderate
3,60,Yes,4,6,38,Moderate
7,65,No,4,3,55,Stressed Burnout
8,85,No,5,1,80,Stressed Burnout
6,75,No,4,7,64,Moderate
7,44,No,7,1,37,Moderate
2,72,No,6,5,49,Moderate
8,40,No,7,3,33,Moderate
5,92,No,4,8,78,Moderate
7,45,No,4,4,31,Stressed Burnout
1,76,Yes,7,3,53,Moderate
5,41,No,5,7,25,Moderate
1,96,Yes,4,2,69,Moderate
8,92,Yes,7,8,89,Moderate
4,98,No,7,7,80,Optimal Balance
4,98,Yes,6,7,80,Moderate
2,44,Yes,5,9,22,Moderate
5,65,No,8,4,52,Optimal Balance
1,80,Yes,7,0,59,Moderate
9,90,No,6,9,88,Inefficient High Effort
5,92,Yes,8,8,81,Optimal Balance
6,86,Yes,6,1,79,Moderate
2,52,No,6,0,28,Moderate
1,51,Yes,9,5,28,Moderate
4,44,Yes,5,0,19,Moderate
7,41,No,4,9,31,Stressed Burnout
6,98,No,5,9,87,Moderate
1,43,Yes,8,9,17,Moderate
1,98,Yes,9,6,75,Moderate
8,66,No,5,6,61,Stressed Burnout
4,89,Yes,4,0,72,Moderate
5,92,No,5,9,78,Moderate
7,49,No,5,4,36,Stressed Burnout
8,52,No,5,2,45,Stressed Burnout
7,83,Yes,7,1,74,Moderate
2,41,Yes,7,4,17,Moderate
4,65,Yes,5,4,47,Moderate
1,54,No,4,1,25,Moderate
9,85,Yes,4,5,81,Stressed Burnout
3,96,No,4,6,74,Moderate
3,49,Yes,4,0,30,Moderate
9,61,No,9,2,59,Moderate
3,79,No,9,3,60,Moderate
8,64,Yes,6,1,58,Moderate
2,54,No,5,9,28,Moderate
3,52,Yes,5,4,33,Moderate
2,47,Yes,6,3,30,Moderate
1,60,Yes,4,1,31,Moderate
2,60,Yes,8,0,36,Moderate
8,61,Yes,8,7,56,Moderate
9,85,No,6,1,82,Inefficient High Effort
2,72,Yes,8,3,50,Moderate
7,84,No,7,9,76,Moderate
5,66,Yes,5,4,52,Moderate
3,79,No,8,1,60,Moderate
9,89,No,9,9,91,Moderate
6,61,Yes,9,8,52,Moderate
1,69,No,7,1,43,Moderate
5,48,Yes,5,5,32,Moderate
7,84,Yes,7,6,77,Moderate
4,74,Yes,5,5,55,Moderate
8,57,No,5,3,52,Stressed Burnout
5,81,No,8,0,68,Optimal Balance
9,44,No,9,1,41,Moderate
9,66,No,6,9,63,Inefficient High Effort
9,96,Yes,8,9,99,Moderate
1,45,Yes,4,5,17,Moderate
2,71,No,7,7,47,Moderate
3,47,No,4,2,24,Moderate
4,95,Yes,5,6,80,Moderate
9,78,No,8,8,79,Moderate
6,60,Yes,4,3,49,Moderate
1,57,No,4,6,27,Moderate
9,53,No,9,6,51,Moderate
6,54,No,4,9,41,Moderate
4,81,Yes,9,8,67,Moderate
4,65,Yes,9,2,48,Moderate
3,92,No,5,0,72,Moderate
7,83,No,9,7,75,Moderate
3,71,No,5,3,48,Moderate
2,78,No,9,1,58,Moderate
8,67,No,9,4,62,Moderate
4,99,No,5,3,83,Moderate
8,78,No,4,0,68,Stressed Burnout
1,82,No,7,6,55,Moderate
5,71,Yes,8,3,55,Optimal Balance
9,52,Yes,8,7,49,Moderate
1,54,Yes,5,8,27,Moderate
4,57,Yes,4,7,38,Moderate
6,78,No,7,0,66,Optimal Balance
8,45,Yes,6,7,37,Moderate
3,94,Yes,5,4,72,Moderate
5,50,No,6,0,34,Moderate
7,71,Yes,8,8,68,Moderate
1,79,Yes,8,8,56,Moderate
7,59,Yes,7,6,52,Moderate
8,72,Yes,7,6,67,Moderate
8,79,Yes,6,0,69,Moderate
9,47,No,8,8,45,Moderate
6,90,No,7,0,76,Optimal Balance
6,74,No,7,6,65,Optimal Balance
2,44,Yes,8,8,26,Moderate
3,74,Yes,8,8,54,Moderate
4,86,Yes,4,4,68,Moderate
4,53,No,9,5,34,Moderate
8,60,Yes,7,1,56,Moderate
1,86,Yes,6,1,63,Moderate
4,63,Yes,5,9,47,Moderate
4,56,Yes,5,8,40,Moderate
1,57,No,8,0,31,Moderate
3,73,No,9,9,56,Moderate
5,51,Yes,6,4,36,Moderate
6,55,No,4,6,41,Moderate
9,43,No,7,9,43,Inefficient High Effort
9,64,No,4,5,61,Stressed Burnout
9,73,Yes,6,5,69,Inefficient High Effort
1,67,No,4,5,44,Moderate
9,85,No,8,7,82,Moderate
8,50,Yes,5,6,48,Stressed Burnout
2,52,No,8,4,27,Moderate
1,70,No,7,9,45,Moderate
1,99,No,8,1,75,Moderate
6,64,Yes,6,9,54,Moderate
9,78,Yes,6,5,76,Inefficient High Effort
7,49,No,7,9,44,Moderate
5,63,Yes,7,4,50,Optimal Balance
2,40,Yes,5,3,17,Moderate
1,92,Yes,4,9,66,Moderate
2,64,No,5,4,42,Moderate
1,67,No,8,8,42,Moderate
3,75,Yes,4,1,56,Moderate
6,57,No,7,5,48,Optimal Balance
8,45,Yes,6,8,40,Moderate
3,41,Yes,8,9,24,Moderate
9,42,No,5,4,38,Stressed Burnout
5,85,Yes,9,5,73,Moderate
7,47,Yes,9,9,40,Moderate
8,70,Yes,7,3,62,Moderate
3,87,Yes,4,4,65,Moderate
2,58,No,9,7,37,Moderate
2,89,Yes,4,0,68,Moderate
5,45,No,6,0,30,Moderate
1,53,Yes,7,9,31,Moderate
2,42,No,7,3,15,Moderate
9,87,Yes,8,9,89,Moderate
7,40,Yes,8,2,33,Moderate
6,83,No,4,4,72,Moderate
9,69,No,9,9,64,Moderate
7,85,Yes,9,7,78,Moderate
5,58,Yes,5,0,40,Moderate
9,93,Yes,4,4,91,Stressed Burnout
6,58,Yes,9,4,49,Moderate
6,48,Yes,8,1,38,Optimal Balance
4,46,No,8,4,28,Optimal Balance
1,85,No,8,7,62,Moderate
5,76,Yes,4,9,62,Moderate
9,89,No,7,6,89,Inefficient High Effort
8,80,No,5,1,74,Stressed Burnout
8,92,Yes,5,5,85,Stressed Burnout
5,46,No,8,9,33,Optimal Balance
9,48,Yes,6,0,41,Inefficient High Effort
3,43,No,4,9,24,Moderate
3,64,No,9,9,47,Moderate
1,88,No,9,2,65,Moderate
9,51,No,7,5,50,Inefficient High Effort
6,45,No,8,8,35,Optimal Balance
2,57,Yes,6,0,30,Moderate
8,79,No,8,5,76,Moderate
9,60,Yes,6,1,55,Inefficient High Effort
9,54,No,5,8,49,Stressed Burnout
2,42,No,6,1,19,Moderate
2,41,No,5,2,15,Moderate
7,95,Yes,5,1,86,Stressed Burnout
4,94,No,4,3,77,Moderate
1,80,No,6,3,55,Moderate
8,79,Yes,7,9,77,Moderate
2,98,Yes,7,0,74,Moderate
3,43,Yes,6,7,23,Moderate
5,71,No,4,4,56,Moderate
3,41,No,7,7,18,Moderate
7,85,No,8,5,76,Moderate
7,68,No,7,1,57,Moderate
2,41,Yes,4,6,13,Moderate
7,73,Yes,5,9,64,Stressed Burnout
6,66,No,5,8,54,Moderate
9,99,Yes,5,6,97,Stressed Burnout
9,93,Yes,4,4,89,Stressed Burnout
2,78,Yes,5,3,53,Moderate
7,83,No,5,7,74,Stressed Burnout
5,77,Yes,4,5,61,Moderate
6,57,No,8,4,41,Optimal Balance
1,75,No,7,6,48,Moderate
7,58,No,4,2,48,Stressed Burnout
6,66,Yes,4,8,54,Moderate
4,84,Yes,6,3,67,Moderate
1,59,Yes,5,3,34,Moderate
9,60,Yes,9,7,60,Moderate
4,62,No,8,5,46,Optimal Balance
2,69,No,9,0,45,Moderate
8,64,No,6,1,56,Moderate
2,70,Yes,8,8,49,Moderate
5,66,Yes,5,5,49,Moderate
6,73,Yes,9,6,65,Moderate
8,47,No,5,8,39,Stressed Burnout
1,58,No,5,2,33,Moderate
1,80,Yes,7,4,55,Moderate
4,65,No,8,4,50,Optimal Balance
5,67,No,8,9,52,Optimal Balance
9,43,Yes,6,6,43,Inefficient High Effort
7,70,Yes,4,1,58,Stressed Burnout
7,55,No,5,3,45,Stressed Burnout
8,90,Yes,5,3,81,Stressed Burnout
5,49,No,9,7,36,Moderate
5,77,Yes,6,9,64,Moderate
1,87,No,8,2,57,Moderate
9,49,Yes,7,1,46,Inefficient High Effort
6,84,Yes,8,8,76,Optimal Balance
9,48,Yes,7,3,43,Inefficient High Effort
3,78,No,7,8,58,Moderate
5,75,No,8,5,61,Optimal Balance
2,90,Yes,9,0,72,Moderate
5,97,No,5,2,82,Moderate
8,75,No,7,6,69,Moderate
2,58,Yes,9,8,35,Moderate
8,99,Yes,6,7,91,Moderate
4,58,Yes,6,4,40,Moderate
1,51,No,7,7,26,Moderate
5,52,Yes,5,1,34,Moderate
1,64,No,7,2,35,Moderate
7,75,No,6,7,67,Moderate
8,64,No,6,8,60,Moderate
3,67,Yes,8,9,48,Moderate
3,81,Yes,5,7,62,Moderate
7,92,No,8,3,84,Moderate
4,78,No,9,5,67,Moderate
3,69,Yes,9,4,50,Moderate
8,44,Yes,9,3,42,Moderate
3,56,Yes,4,8,37,Moderate
7,57,Yes,9,9,50,Moderate
2,82,Yes,7,2,61,Moderate
1,86,Yes,8,0,61,Moderate
6,60,Yes,9,6,48,Moderate
8,61,Yes,5,9,56,Stressed Burnout
1,78,Yes,9,7,54,Moderate
9,89,No,7,2,86,Inefficient High Effort
3,97,Yes,7,2,77,Moderate
3,96,Yes,7,5,77,Moderate
4,45,No,7,1,25,Optimal Balance
1,89,Yes,7,5,67,Moderate
9,55,Yes,5,4,51,Stressed Burnout
3,41,No,4,6,20,Moderate
4,90,Yes,6,8,74,Moderate
1,40,No,4,8,12,Moderate
4,96,No,6,0,78,Moderate
1,69,Yes,8,6,48,Moderate
5,97,No,7,2,79,Optimal Balance
5,82,No,8,3,66,Optimal Balance
7,91,No,8,1,82,Moderate
8,76,No,6,0,67,Moderate
4,87,Yes,5,9,75,Moderate
7,62,No,7,2,52,Moderate
4,40,No,9,9,25,Moderate
3,58,Yes,8,8,39,Moderate
6,85,No,4,0,66,Moderate
4,42,Yes,7,2,24,Optimal Balance
3,41,No,5,4,17,Moderate
9,95,Yes,7,2,93,Inefficient High Effort
5,76,No,9,3,62,Moderate
7,56,Yes,9,3,47,Moderate
6,67,No,8,0,55,Optimal Balance
5,57,Yes,4,5,41,Moderate
7,72,Yes,8,6,67,Moderate
6,54,Yes,5,6,43,Moderate
2,61,Yes,6,5,42,Moderate
3,80,Yes,9,6,64,Moderate
2,66,No,4,2,42,Moderate
3,94,No,9,4,77,Moderate
1,76,Yes,5,6,52,Moderate
8,71,Yes,5,9,62,Stressed Burnout
6,99,No,9,4,90,Moderate
2,84,No,8,9,60,Moderate
8,58,Yes,9,1,49,Moderate
6,67,No,8,5,54,Optimal Balance
7,67,Yes,9,6,61,Moderate
1,95,Yes,8,1,67,Moderate
7,49,Yes,6,9,42,Moderate
3,59,No,7,7,43,Moderate
8,64,Yes,7,4,58,Moderate
6,60,No,8,7,50,Optimal Balance
4,53,No,8,2,34,Optimal Balance
8,61,No,6,1,51,Moderate
9,92,No,7,6,89,Inefficient High Effort
2,65,Yes,6,4,41,Moderate
6,83,Yes,5,4,70,Moderate
5,50,No,9,7,35,Moderate
5,94,Yes,7,8,79,Optimal Balance
3,46,No,8,7,26,Moderate
8,56,Yes,4,9,46,Stressed Burnout
8,57,Yes,5,1,51,Stressed Burnout
5,46,Yes,9,9,30,Moderate
8,95,Yes,4,6,88,Stressed Burnout
8,59,Yes,6,4,55,Moderate
3,77,Yes,9,6,60,Moderate
2,50,No,6,2,26,Moderate
9,83,Yes,6,3,85,Inefficient High Effort
2,97,Yes,8,6,76,Moderate
9,55,Yes,6,1,53,Inefficient High Effort
4,90,No,4,1,70,Moderate
2,94,Yes,5,0,64,Moderate
1,66,Yes,8,0,41,Moderate
4,90,Yes,5,0,73,Moderate
9,50,No,6,5,47,Inefficient High Effort
9,55,Yes,7,4,49,Inefficient High Effort
4,62,No,9,9,53,Moderate
9,99,No,8,7,95,Moderate
6,98,Yes,6,4,87,Moderate
1,51,Yes,8,0,26,Moderate
6,98,No,7,7,89,Optimal Balance
9,79,No,4,5,73,Stressed Burnout
2,42,Yes,4,7,19,Moderate
6,41,Yes,9,1,33,Moderate
2,99,No,4,9,75,Moderate
4,77,No,7,7,59,Optimal Balance
8,87,No,5,5,79,Stressed Burnout
7,91,No,7,0,82,Moderate
9,63,Yes,7,0,58,Inefficient High Effort
7,68,No,6,9,61,Moderate
1,86,Yes,4,4,59,Moderate
2,85,No,8,6,63,Moderate
6,73,No,9,3,60,Moderate
7,59,Yes,5,9,55,Stressed Burnout
3,57,Yes,8,4,38,Moderate
9,53,Yes,6,9,49,Inefficient High Effort
7,57,Yes,6,2,48,Moderate
6,41,No,5,1,24,Moderate
6,40,Yes,8,1,27,Optimal Balance
1,59,Yes,5,4,34,Moderate
5,73,Yes,5,3,59,Moderate
3,80,No,4,1,60,Moderate
7,80,No,8,4,75,Moderate
3,87,Yes,4,9,67,Moderate
5,50,No,4,8,36,Moderate
7,66,No,9,7,60,Moderate
3,62,Yes,4,8,43,Moderate
2,77,No,7,8,52,Moderate
6,83,Yes,6,7,73,Moderate
8,42,Yes,6,8,36,Moderate
4,51,Yes,7,3,37,Optimal Balance
9,69,No,5,7,66,Stressed Burnout
8,70,Yes,8,1,64,Moderate
7,62,No,8,8,54,Moderate
7,40,No,8,8,31,Moderate
3,80,No,4,2,59,Moderate
6,59,No,8,5,49,Optimal Balance
5,93,Yes,8,6,80,Optimal Balance
1,45,Yes,8,2,19,Moderate
3,50,No,6,4,27,Moderate
1,74,Yes,7,0,51,Moderate
4,43,No,9,2,25,Moderate
3,68,No,5,7,48,Moderate
4,98,Yes,7,2,82,Optimal Balance
9,49,No,8,7,47,Moderate
3,90,Yes,5,8,70,Moderate
6,68,No,5,5,57,Moderate
6,77,No,7,6,69,Optimal Balance
7,40,No,7,5,32,Moderate
9,79,No,7,7,78,Inefficient High Effort
7,47,Yes,9,6,41,Moderate
1,96,No,7,9,72,Moderate
8,77,No,9,0,71,Moderate
5,56,Yes,4,2,44,Moderate
9,58,No,6,2,57,Inefficient High Effort
5,72,No,9,2,57,Moderate
5,54,No,6,3,41,Moderate
2,84,No,8,0,62,Moderate
3,70,No,4,1,48,Moderate
9,60,No,5,4,59,Stressed Burnout
7,42,Yes,7,5,34,Moderate
1,41,No,8,8,17,Moderate
3,74,Yes,5,1,54,Moderate
2,80,No,6,8,55,Moderate
